Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year
Viñalba Gran Reservado Malbec 2016 Mendoza,Argentina,Red,Big ,Malbec,FULL,"This fine Malbec comes from Mendoza's Lujan de Cuyo region, and is the flagship wine in the Viñalba range. Created by Hervé Fabre, one of the first Bordeaux-schooled winemakers to come in to Argentina, and to recognise Malbec's potential in its high-altitude terroirs. A generous nose of warm plum-pudding-like fruit, lifted by soft vanilla and flower petal notes. The tannins are muscular, yet smooth and voluptuous, providing a blockbusting mouthfeel and long finish. Decant first for maximum effect. Enjoy with steak or venison.",16.99,"Decanter 2019 - Gold Award, IWC 2018 - Gold Award, IWC 2018 - Tropy Award, IWC 2017 - Commended Award, Decanter 2017 - Silver Award",14.5,75.0,247,2016
Definition Beaujolais,France,Red,Fruity ,Gamay,LIGHT,Classic Beaujolais this has abundant crisp red fruit flavours reminiscent of redcurrants and raspberries followed by a touch of white pepper.,10.99,,13.0,75.0,249,Unknown
Le Palajo Limoux Chardonnay 2017 Dom de la Metairie d'Alon,France,White,Fruity ,Chardonnay,DRY,From the endlessly sunny Palajo vineyard this fabulous Chardonnay careful handling in the winery and ageing in oak barrels creates a complex wine with flavours of apricot and jasmine with hints of patisserie.,22.99,,14.0,75.0,250,2017
Montes Single Vineyard Chardonnay 2015,Chile,White,Rich ,Chardonnay,DRY,"The grapes use to produce this wine come from the cool climate Casablanca Valley which produces low yields of exceptionally healthy grapes with an abundance of fruit flavours. Malolactic fermentation adds and oak ageing adds buttery complexity. Fresh citrus flavours are augmented by a hint of asparagus typical of the Casablanca Valley are layered over toast, butter and vanilla notes. This will be a fine accompaniment for a roast chicken.",11.99,,13.5,75.0,252,2015
Saint-Véran 2017 Les Vignerons des Grandes Vignes,France,White,Crisp ,Chardonnay,DRY,"Saint-Véran is in the southern part of Burgundy overlapping the Mâconnais and Beaujolais districts. This wine is produced by an outstanding co-operative. This is a lively wine showing delicious aromas of peach and acacia blossom. Fantastic when young, it has the potential to develop a more honeyed, complex palate with age. This delicate and elegant wine would be a great match with seared scallops or mushroom ravioli.",13.99,,13.0,75.0,253,2017
Valle Antigua Cabernet Sauvignon 2017,Chile,Red,Big ,Cabernet Sauvignon,FULL,"The Colchagua Valley is a paradise for growing grapes with a Mediterranean climate and a large difference between daytime and night time temperatures allows the grapes to ripen slowly developing intense flavours and aromas. This is a classic Chilean Cabernet with bold flavours of blackcurrant and damson. It is juicy and well balanced with a delightfully soft finish. This versatile wine will be great with rare roast beef, stewed lamb or hard cheeses.",7.99,,13.0,75.0,254,2017
Definition Pinotage,South Africa,Red,Big ,Pinotage,LIGHT,"Extra skin contact add additional flavour and colour to this great example of Pinotage. Rich flavours of blackberry and raspberry marry harmoniously with touches of cedar, herbs and sweet spice.",9.99,,13.5,75.0,255,Unknown
Parcel Series Margaret River Sauvignon Blanc Semillon,Australia,White,Rich ,Sauvignon Blanc,DRY,"Margaret River is Australia's most acclaimed region, and its wines rarely drop below £10 never mind £8. Surrounded by water, and with ancient gravel soils, it's ideal for creating the world-famous Sauvignon Semillon blends. However, it's a region of tiny family wineries, contributing less than 2.3% of Australia's total production.So we've signed our strictest non-disclosure agreements to keep the incredible producer behind this wine a secret. Enjoy a salivating streak of citrus, passion fruit, guava, and lemon meringue, with a sea spray freshness.",11.99,,12.0,75.0,256,Unknown
Bellingham 'The Bernard Series' Viognier 2018 Western Cape,South Africa,White,Fruity ,Viognier,DRY,"Celebrating the legendary maverick founder of Bellingham, Bernard Podlashuk, 'The Bernard Series' is an homage to his efforts in placing South Africa on the winemaking map. Hand picked grapes are fermented and aged in one year old French oak with 4% lees contact. Perfumed aromas of peaches, lychees, rose petal and spice are complemented by rich layers of fruit with spicy undertones of white pepper and cinnamon on the palate with a lingering and inviting finish. Will partner well with delicately flavoured, creamy seafood and poultry dishes. Enjoy over the next two years.",14.49,"Decanter 2018 - Bronze Award, Decanter 2017 - Bronze Award",13.5,75.0,258,2018
Errazuriz Wild Ferment Chardonnay 2016 Casablanca Valley,Chile,White,Rich ,Chardonnay,DRY,"With grapes taken from 'La Escultura Estate,' where cool sea breezes help preserve the freshness in the grapes. Naturally occurring yeast in the grape skins are used instead of cultivated yeasts, along with subtle use of 10% French oak. This wine is unbelievably well balanced, with subtle tropical stone fruit in the form of apricot and peach mingling with subtle oak characters and a rich creaminess. Enjoy this wine over the next 2 years to allow further integration of oak and fruit, and enjoy with roast chicken and seafood dishes.",13.99,"IWC 2018 - Commended Award, IWC 2017 - Bronze Award",13.0,75.0,259,2016
Making Tracks Chardonnay,Australia,White,Rich ,Chardonnay,DRY,Forget the overly sweet and oaked wines of the past this is the modern face of Aussie Chardonnay with fresh citrus flavours and a mouth watering finish.,9.99,Decanter 2019 - Commended Award,13.5,75.0,260,Unknown
Dos Minas Malbec,Argentina,Red,Big ,Malbec,FULL,"Made from over 15-year old Malbec vines and aged for 8 months in oak barrels this complex yet approachable red smells of ripe plums, violets and delicate earthy notes. Once drunk you'll enjoy a medley of ripe fruit flavour and peppery spice.",12.99,,14.0,75.0,262,Unknown
Rioja Reserva Viña Ardanza 2009 La Rioja Alta Magnum,Spain,Red,Smooth ,Rioja,FULL,"One of the very best of Rioja's produced from fruit exclusively grown in the bodega's 360 hectare vineyard holdings in the Rioja Alta region, and named after one of the Region's founding families. Remaining under family ownership, this is of the most sought-after bodegas. Complex and perfumed primary and secondary aromas of earth, spice and red fruits with a long, elegantly structured medium weight body of spicy tannins and layers of flavour. Enjoy over the next decade as the richness and power will soften to spice and earth, augmenting game casserole or wild duck.",49.99,,13.5,150.0,263,2009
Devil's Creek Gold Reserve Sauvignon Blanc,New Zealand,White,Fruity ,Sauvignon Blanc,DRY,"Quintessential New Zealand Sauvignon: herbal notes and exotic hints of guava and elderflower on the nose, and flavours of gooseberry, citrus and ripe melons.",11.99,,12.5,75.0,265,Unknown
Parcel Series Coonawarra Cabernet Sauvignon,Australia,Red,Big ,Cabernet Sauvignon,MEDIUM,"Australis's cool southern stretches of Coonawarra are home to its finest Cabernets, and we've scored a standout release from a winery that's no stranger to receiving 90-94 points for its wines. Voluptuous with complex notes of cassis and cocoa that linger elegantly throught flavours of ripe black fruit. A medium bodied wine that is more than just a winter warmer. Packed full of scrumptious dark fruit flavours, with a soft coca and cassis aroma to it. This wine is the perfect partner for your Sunday roast beef.",15.99,,14.0,75.0,267,Unknown
Pescadero Point Chardonnay 2017,,White,Rich ,Chardonnay,DRY,"Pescadero Point Chardonnay is a climate-conscious wine and a fantastic example of how eco-aware wine bottling needn't compromise excellent quality. In true Californian style, Pescadero Point Chardonnay is gorgeously creamy and rich in fruit flavour whilst possessing the elegance, crisp finish and freshness of its European counterparts (think Pouilly-Fuissé!).",8.99,,13.0,75.0,270,2017
Saintsbury Chardonnay 2012 Carneros,USA,White,Rich ,Chardonnay,DRY,"Chardonnay accepts and reflects the terroir of the Carneros region and the fingerprint of the vintner. Fermented in 25-30% new French oak barrels and aged sur lie for eight months. During the ageing process, the barrels are stirred (batonnage) to increase yeast contact. Notes of pears, apricots and melon with toasted spicy oak characters are complemented on the palate by stone fruit, vanilla and hazelnuts. Full bodied and creamy, with a balanced and powerful finish. Enjoy over the next three years with chargrilled chicken or light fish dishes.",22.99,,13.5,75.0,271,2012
Château Guiot 2017 Costières de Nîmes,France,Red,Fruity ,"Syrah, Grenache",MEDIUM,"Costières de Nîmes has more in common with the Rhône across the river than it does with the wines of Languedoc immediately neighbouring it. Château Guiot lies just outside the city of Nîmes, in the heart of this appellation. Deep purple hue, a beautifully scented nose with herby aromas, lashings of juicy forest fruits and spicy, rich berry flavours on the palate and a good, smooth finish. Equally good with anything from shepherd's pie, meatballs or moussaka style vegetarian dishes.",9.99,,13.5,75.0,272,2017
Rioja Blanco 2018 Muga,Spain,White,Rich ,Rioja,DRY,"Founded by Isaac Muga Martínez and his wife, Auro Caño in 1932, in Haro, at the Western end of Rioja Alta. The grapes are planted on clay and calcareous soils at the foot of the Obarenes mountains, which are 100% barrel fermented in new oak, from the winery's cooper. Complex and toasted aromas with fresh, vibrant fruits give way to zesty lime, spicy and vanillin toasted oak flavours, fresh acidity, and a refreshing spicy finish. Enjoy over the next three years with full-flavoured fish dishes, such as Paella.",13.99,,13.0,75.0,273,2018
Gufetto Pinot Grigio 2018,Italy,White,Crisp ,Pinot Grigio,DRY,"Natale Verga, who is the 4th generation to run this winery, founded in 1895, brings forth a refreshing style of Pinot Grigio. Gufetto brings forth delicate and refreshing citrus notes on the nose and palate with tangy green apple and minerality. Cold or warm seafood platters, surrounded by char-grilled vegetables.",7.99,,12.0,75.0,274,2018
Oyster Bay Chardonnay 2017 Marlborough,New Zealand,White,Rich ,Chardonnay,DRY,"At the north tip of New Zealand's South Island, Marlborough has the ideal climate for grape growing. Oyster Bay, one of the most acclaimed wineries here, uses a combination of stainless steel and oak barrels to achieve the alluring balance of this Chardonnay. Pure, incisive ripe fruit flavours. Concentrated aromas of ripe citrus and stone fruit are married with subtle oak and a creamy texture to finish. Great with richly flavoured fish and grilled vegetables.",10.49,IWC 2017 - Commended Award,13.0,75.0,277,2017
"Domaine de Villemajou 2017 Corbières Boutenac, Gérard Bertrand",France,Red,Fruity ,"Syrah, Grenache, Carignan",MEDIUM,"This domaine was previously owned by Gérard's father, Georges Bertrand, and was run by father and son until George's death. It is one of the premier estates in Boutenac, a part of Corbières recently awarded status as a recognised sub-appellation. Aromatically rich and complex, with jammy blackcurrant fruit and hints of roasted coffee bean, leather and soft spice notes. Round and soft on the palate, with supple, well-weighted tannins. Drink now or cellar for 3 or more years. Decant a few hours before serving with Mediterranean cuisine.",16.99,,15.0,75.0,278,2017
Devil's Creek Merlot,,Red,Smooth ,Merlot,MEDIUM,"Hawke's Bay is one of New Zealand's warmest grape-growing regions. These sun-drenched vineyards produce a generous, juicy style of Merlot. The cool evenings and lengthy ripening season allow Merlot to slowly grow and concentrate its flavours. A bountiful marriage of ripe plum and deep red fruits shimmers through each smooth sip of Devil's Creek Merlot. The finish is long and enduring, making it a fantastic partner for richly flavoured charcuterie plates.",9.99,,13.0,75.0,279,Unknown
Acacia Road Pinotage,South Africa,Red,Fruity ,Pinotage,DRY,South Africa has made Pinotage its own and this delicious wine is a stunning example with ripe red cherry and dark plum flavours creating a lovely palate with smoky undertones.,7.99,,13.5,75.0,280,Unknown
